Time,Distance_m,Alt_m,Err_Fwd_m,Err_Right_m,PWM_Roll,PWM_Pitch,PWM_Throttle,PWM_Yaw
102.6,404.39,99.82,404.24,10.97,1537,1050,1469,1515
102.7,404.39,99.82,404.24,10.97,1580,1050,1475,1515
102.8,402.09,99.94,401.95,10.75,1534,1050,1467,1515
102.9,402.09,99.94,401.95,10.75,1579,1050,1473,1515
103.0,402.09,99.94,401.95,10.75,1580,1050,1473,1515
103.1,399.81,100.08,399.67,10.53,1534,1050,1464,1515
103.2,399.81,100.08,399.67,10.53,1579,1050,1471,1515
103.3,397.51,100.28,397.37,10.3,1530,1050,1458,1515
103.4,397.51,100.28,397.37,10.3,1577,1050,1468,1515
103.5,397.51,100.28,397.37,10.3,1578,1050,1468,1515
103.6,395.23,100.46,395.1,10.06,1527,1050,1455,1515
103.7,395.23,100.46,395.1,10.06,1577,1050,1465,1515
103.8,392.95,100.55,392.82,9.83,1528,1050,1459,1515
103.9,392.95,100.55,392.82,9.83,1575,1050,1463,1515
104.0,392.95,100.55,392.82,9.83,1576,1050,1463,1515
104.1,390.67,100.54,390.55,9.6,1528,1050,1463,1515
104.2,390.67,100.54,390.55,9.6,1575,1050,1463,1515
104.3,388.38,100.5,388.27,9.36,1524,1050,1465,1514
104.4,388.38,100.5,388.27,9.36,1573,1050,1463,1515
104.5,388.38,100.5,388.27,9.36,1574,1050,1463,1515
104.6,386.1,100.48,385.99,9.11,1523,1050,1464,1514
104.7,386.1,100.48,385.99,9.11,1572,1050,1463,1515
104.8,383.83,100.39,383.73,8.89,1524,1050,1469,1514
104.9,383.83,100.39,383.73,8.89,1570,1050,1464,1514
105.0,383.83,100.39,383.73,8.89,1571,1050,1464,1514
105.1,381.55,100.25,381.46,8.64,1520,1050,1474,1514
105.2,381.55,100.25,381.46,8.64,1569,1050,1466,1514
105.3,379.28,100.18,379.19,8.42,1521,1050,1471,1514
105.4,379.28,100.18,379.19,8.42,1568,1050,1467,1514
105.5,379.28,100.18,379.19,8.42,1568,1050,1467,1514
105.6,377.02,100.19,376.93,8.18,1518,1050,1467,1514
105.7,377.02,100.19,376.93,8.18,1566,1050,1467,1514
105.8,374.75,100.18,374.67,7.95,1518,1050,1468,1514
105.9,374.75,100.18,374.67,7.95,1565,1050,1467,1514
106.0,374.75,100.18,374.67,7.95,1565,1050,1467,1514
106.1,372.47,100.14,372.39,7.72,1517,1050,1470,1514
106.2,372.47,100.14,372.39,7.72,1564,1050,1468,1514
106.3,370.19,100.15,370.11,7.49,1515,1050,1467,1514
106.4,370.19,100.15,370.11,7.49,1562,1050,1467,1514
106.5,370.19,100.15,370.11,7.49,1562,1050,1467,1514
106.6,367.91,100.17,367.84,7.27,1516,1050,1466,1514
106.7,367.91,100.17,367.84,7.27,1560,1050,1467,1514
106.8,365.63,100.17,365.56,7.05,1514,1050,1467,1514
106.9,365.63,100.17,365.56,7.05,1559,1050,1467,1514
107.0,365.63,100.17,365.56,7.05,1559,1050,1467,1514
107.1,363.34,100.1,363.28,6.83,1513,1050,1471,1514
107.2,363.34,100.1,363.28,6.83,1557,1050,1468,1514
107.3,361.05,100.03,360.99,6.62,1513,1050,1473,1514
107.4,361.05,100.03,360.99,6.62,1556,1050,1469,1514
107.5,361.05,100.03,360.99,6.62,1556,1050,1469,1514
107.6,358.75,99.94,358.69,6.42,1514,1050,1475,1514
107.7,358.75,99.94,358.69,6.42,1555,1050,1470,1514
107.8,356.47,99.85,356.41,6.22,1511,1050,1476,1513
107.9,356.47,99.85,356.41,6.22,1553,1050,1472,1514
108.0,356.47,99.85,356.41,6.22,1553,1050,1472,1514
108.1,354.19,99.78,354.14,6.02,1512,1050,1476,1513
108.2,354.19,99.78,354.14,6.02,1552,1050,1473,1514
108.3,351.92,99.78,351.87,5.84,1512,1050,1473,1513
108.4,351.92,99.78,351.87,5.84,1550,1050,1473,1513
108.5,349.64,99.81,349.6,5.65,1511,1050,1471,1513
108.6,349.64,99.81,349.6,5.65,1548,1050,1473,1513
108.7,349.64,99.81,349.6,5.65,1549,1050,1473,1513
108.8,347.37,99.8,347.33,5.49,1515,1050,1473,1513
108.9,347.37,99.8,347.33,5.49,1548,1050,1473,1513
109.0,345.1,99.8,345.06,5.32,1511,1050,1473,1513
109.1,345.1,99.8,345.06,5.32,1546,1050,1473,1513
109.2,345.1,99.8,345.06,5.32,1547,1050,1473,1513
109.3,342.81,99.72,342.77,5.15,1512,1050,1478,1513
109.4,342.81,99.72,342.77,5.15,1545,1050,1474,1513
109.5,340.52,99.72,340.48,5.0,1513,1050,1474,1513
109.6,340.52,99.72,340.48,5.0,1544,1050,1474,1513
109.7,340.52,99.72,340.48,5.0,1544,1050,1474,1513
109.8,338.23,99.71,338.2,4.85,1512,1050,1475,1513
109.9,338.23,99.71,338.2,4.85,1543,1050,1475,1513
110.0,335.93,99.7,335.9,4.69,1510,1050,1476,1513
110.1,335.93,99.7,335.9,4.69,1542,1050,1475,1513
110.2,335.93,99.7,335.9,4.69,1542,1050,1475,1513
110.3,333.63,99.7,333.6,4.56,1514,1050,1475,1513
110.4,333.63,99.7,333.6,4.56,1541,1050,1475,1513
110.5,331.33,99.72,331.3,4.43,1513,1050,1474,1513
110.6,331.33,99.72,331.3,4.43,1540,1050,1475,1513
110.7,331.33,99.72,331.3,4.43,1540,1050,1475,1513
110.8,329.02,99.75,328.99,4.3,1512,1050,1473,1513
110.9,329.02,99.75,328.99,4.3,1539,1050,1475,1513
111.0,326.72,99.8,326.69,4.16,1511,1050,1471,1513
111.1,326.72,99.8,326.69,4.16,1538,1050,1474,1513
111.2,326.72,99.8,326.69,4.16,1539,1050,1474,1513
111.3,324.41,99.9,324.39,4.05,1515,1050,1468,1513
111.4,324.41,99.9,324.39,4.05,1538,1050,1473,1513
111.5,322.11,100.01,322.08,3.93,1512,1050,1466,1513
111.6,322.11,100.01,322.08,3.93,1537,1050,1471,1513
111.7,322.11,100.01,322.08,3.93,1537,1050,1471,1513
111.8,319.8,100.06,319.78,3.83,1516,1050,1468,1513
111.9,319.8,100.06,319.78,3.83,1536,1050,1470,1513
112.0,317.5,100.09,317.48,3.72,1513,1050,1468,1513
112.1,317.5,100.09,317.48,3.72,1535,1050,1470,1513
112.2,317.5,100.09,317.48,3.72,1536,1050,1470,1513
112.3,315.19,100.07,315.17,3.62,1515,1050,1471,1513
112.4,315.19,100.07,315.17,3.62,1535,1050,1470,1513
112.5,312.89,100.02,312.87,3.52,1514,1050,1473,1513
112.6,312.89,100.02,312.87,3.52,1534,1050,1471,1513
112.7,312.89,100.02,312.87,3.52,1535,1050,1471,1513
112.8,310.6,100.01,310.58,3.44,1516,1050,1472,1513
112.9,310.6,100.01,310.58,3.44,1534,1050,1471,1513
113.0,308.3,99.97,308.29,3.35,1516,1050,1473,1513
113.1,308.3,99.97,308.29,3.35,1533,1050,1471,1513
113.2,308.3,99.97,308.29,3.35,1534,1050,1471,1513
113.3,306.02,99.91,306.0,3.28,1518,1050,1475,1513
113.4,306.02,99.91,306.0,3.28,1533,1050,1472,1513
113.5,303.71,99.81,303.69,3.2,1517,1050,1479,1513
113.6,303.71,99.81,303.69,3.2,1533,1050,1474,1513
113.7,303.71,99.81,303.69,3.2,1533,1050,1474,1513
113.8,301.4,99.69,301.39,3.14,1519,1050,1482,1513
113.9,301.4,99.69,301.39,3.14,1533,1050,1476,1513
114.0,299.11,99.64,299.1,3.07,1519,1050,1479,1513
114.1,299.11,99.64,299.1,3.07,1532,1050,1477,1513
114.2,299.11,99.64,299.1,3.07,1533,1050,1477,1513
114.3,296.83,99.64,296.81,3.02,1522,1050,1477,1513
114.4,296.83,99.64,296.81,3.02,1533,1050,1477,1513
114.5,294.54,99.59,294.52,2.97,1522,1050,1480,1512
114.6,294.54,99.59,294.52,2.97,1532,1050,1478,1513
114.7,294.54,99.59,294.52,2.97,1533,1050,1478,1513
114.8,292.24,99.53,292.22,2.92,1521,1050,1482,1512
114.9,292.24,99.53,292.22,2.92,1532,1050,1479,1513
115.0,289.97,99.56,289.96,2.87,1522,1050,1477,1512
115.1,289.97,99.56,289.96,2.87,1532,1050,1479,1513
115.2,289.97,99.56,289.96,2.87,1533,1050,1479,1513
115.3,287.7,99.61,287.68,2.83,1525,1050,1476,1512
115.4,287.7,99.61,287.68,2.83,1533,1050,1478,1512
115.5,285.42,99.67,285.41,2.79,1524,1050,1475,1512
115.6,285.42,99.67,285.41,2.79,1532,1050,1478,1512
115.7,285.42,99.67,285.41,2.79,1533,1050,1478,1512
115.8,283.11,99.75,283.09,2.75,1524,1050,1472,1512
115.9,283.11,99.75,283.09,2.75,1533,1050,1477,1512
116.0,280.81,99.85,280.8,2.7,1524,1050,1470,1512
116.1,280.81,99.85,280.8,2.7,1533,1050,1475,1512
116.2,280.81,99.85,280.8,2.7,1533,1050,1475,1512
116.3,278.51,99.95,278.5,2.66,1524,1050,1469,1512
116.4,278.51,99.95,278.5,2.66,1533,1050,1474,1512
116.5,276.21,100.01,276.19,2.62,1524,1050,1470,1512
116.6,276.21,100.01,276.19,2.62,1533,1050,1473,1512
116.7,276.21,100.01,276.19,2.62,1533,1050,1473,1512
116.8,273.91,100.13,273.9,2.58,1524,1050,1465,1512
116.9,273.91,100.13,273.9,2.58,1533,1050,1471,1512
117.0,271.62,100.2,271.6,2.54,1524,1050,1466,1512
117.1,271.62,100.2,271.6,2.54,1533,1050,1470,1512
117.2,271.62,100.2,271.6,2.54,1533,1050,1470,1512
117.3,269.32,100.21,269.31,2.5,1524,1050,1469,1512
117.4,269.32,100.21,269.31,2.5,1533,1050,1470,1512
117.5,267.02,100.2,267.01,2.46,1526,1050,1470,1512
117.6,267.02,100.2,267.01,2.46,1533,1050,1470,1512
117.7,267.02,100.2,267.01,2.46,1533,1050,1470,1512
117.8,264.71,100.17,264.7,2.43,1526,1050,1472,1512
117.9,264.71,100.17,264.7,2.43,1533,1050,1470,1512
118.0,262.4,100.1,262.39,2.39,1524,1050,1474,1512
118.1,262.4,100.1,262.39,2.39,1533,1050,1471,1512
118.2,262.4,100.1,262.39,2.39,1533,1050,1471,1512
118.3,260.1,100.05,260.09,2.36,1527,1050,1475,1512
118.4,260.1,100.05,260.09,2.36,1533,1050,1472,1512
118.5,257.81,99.93,257.8,2.32,1525,1050,1480,1512
118.6,257.81,99.93,257.8,2.32,1533,1050,1474,1512
118.7,257.81,99.93,257.8,2.32,1533,1050,1474,1512
118.8,255.52,99.9,255.51,2.28,1525,1050,1476,1512
118.9,255.52,99.9,255.51,2.28,1533,1050,1474,1512
119.0,253.24,99.96,253.23,2.24,1525,1050,1470,1512
119.1,253.24,99.96,253.23,2.24,1533,1050,1473,1512
119.2,253.24,99.96,253.23,2.24,1533,1050,1473,1512
119.3,250.96,99.99,250.95,2.2,1525,1050,1471,1512
119.4,250.96,99.99,250.95,2.2,1533,1050,1473,1512
119.5,248.68,100.02,248.67,2.16,1525,1050,1471,1512
119.6,248.68,100.02,248.67,2.16,1533,1050,1472,1512
119.7,248.68,100.02,248.67,2.16,1533,1050,1472,1512
119.8,246.39,100.08,246.38,2.12,1524,1050,1469,1512
119.9,246.39,100.08,246.38,2.12,1533,1050,1471,1512
120.0,244.09,100.17,244.08,2.08,1526,1050,1466,1512
120.1,244.09,100.17,244.08,2.08,1533,1050,1470,1512
120.2,244.09,100.17,244.08,2.08,1533,1050,1470,1512
120.3,244.09,100.17,244.08,2.08,1533,1050,1470,1512
120.4,244.09,100.17,244.08,2.08,1533,1050,1470,1512
120.5,239.51,100.44,239.51,2.0,1516,1050,1452,1512
120.6,239.51,100.44,239.51,2.0,1533,1050,1466,1512
120.7,239.51,100.44,239.51,2.0,1533,1050,1466,1512
120.8,239.51,100.44,239.51,2.0,1533,1050,1465,1512
120.9,239.51,100.44,239.51,2.0,1533,1050,1465,1512
121.0,234.96,100.83,234.96,1.93,1517,1050,1440,1512
121.1,234.96,100.83,234.96,1.93,1532,1050,1459,1512
121.2,234.96,100.83,234.96,1.93,1533,1050,1459,1512
121.3,234.96,100.83,234.96,1.93,1533,1050,1459,1512
121.4,234.96,100.83,234.96,1.93,1533,1050,1459,1512
121.5,230.43,101.26,230.42,1.85,1517,1050,1430,1512
121.6,230.43,101.26,230.42,1.85,1532,1050,1452,1512
121.7,230.43,101.26,230.42,1.85,1532,1050,1451,1512
121.8,230.43,101.26,230.42,1.85,1533,1050,1451,1512
121.9,230.43,101.26,230.42,1.85,1533,1050,1451,1512
122.0,225.89,101.53,225.89,1.77,1514,1050,1433,1512
122.1,225.89,101.53,225.89,1.77,1532,1050,1446,1512
122.2,225.89,101.53,225.89,1.77,1532,1050,1446,1512
122.3,225.89,101.53,225.89,1.77,1532,1050,1446,1512
122.4,225.89,101.53,225.89,1.77,1532,1050,1445,1512
122.5,221.4,101.72,221.39,1.68,1515,1050,1433,1512
122.6,221.4,101.72,221.39,1.68,1532,1050,1442,1512
122.7,221.4,101.72,221.39,1.68,1532,1050,1441,1512
122.8,221.4,101.72,221.39,1.68,1532,1050,1441,1512
122.9,221.4,101.72,221.39,1.68,1532,1050,1441,1512
123.0,216.94,101.77,216.93,1.6,1514,1050,1437,1512
123.1,216.94,101.77,216.93,1.6,1531,1050,1439,1512
123.2,216.94,101.77,216.93,1.6,1531,1050,1439,1512
123.3,216.94,101.77,216.93,1.6,1531,1050,1439,1512
123.4,216.94,101.77,216.93,1.6,1532,1050,1438,1512
123.5,212.54,101.77,212.54,1.52,1515,1050,1438,1512
123.6,212.54,101.77,212.54,1.52,1531,1050,1438,1512
123.7,212.54,101.77,212.54,1.52,1531,1050,1437,1512
123.8,212.54,101.77,212.54,1.52,1531,1050,1437,1512
123.9,212.54,101.77,212.54,1.52,1531,1050,1437,1512
124.0,208.14,101.58,208.14,1.43,1512,1050,1448,1512
124.1,208.14,101.58,208.14,1.43,1530,1050,1439,1512
124.2,208.14,101.58,208.14,1.43,1530,1050,1438,1512
124.3,208.14,101.58,208.14,1.43,1530,1050,1438,1512
124.4,208.14,101.58,208.14,1.43,1530,1050,1438,1512
124.5,203.75,101.22,203.75,1.34,1512,1050,1461,1512
124.6,203.75,101.22,203.75,1.34,1529,1050,1443,1512
124.7,203.75,101.22,203.75,1.34,1530,1050,1442,1512
124.8,203.75,101.22,203.75,1.34,1530,1050,1442,1512
124.9,203.75,101.22,203.75,1.34,1530,1050,1442,1512
125.0,199.35,100.66,199.35,1.27,1515,1050,1478,1512
125.1,199.35,100.66,199.35,1.27,1529,1050,1450,1512
125.2,199.35,100.66,199.35,1.27,1529,1050,1450,1512
125.3,199.35,100.66,199.35,1.27,1529,1050,1450,1512
125.4,199.35,100.66,199.35,1.27,1529,1050,1450,1512
125.5,194.94,100.08,194.93,1.2,1515,1050,1487,1512
125.6,194.94,100.08,194.93,1.2,1529,1050,1458,1512
125.7,194.94,100.08,194.93,1.2,1529,1050,1458,1512
125.8,194.94,100.08,194.93,1.2,1529,1050,1458,1512
125.9,194.94,100.08,194.93,1.2,1529,1050,1458,1512
126.0,190.5,99.57,190.5,1.13,1514,1050,1491,1512
126.1,190.5,99.57,190.5,1.13,1528,1050,1466,1512
126.2,190.5,99.57,190.5,1.13,1528,1050,1466,1512
126.3,190.5,99.57,190.5,1.13,1528,1050,1466,1512
126.4,190.5,99.57,190.5,1.13,1528,1050,1466,1512
126.5,186.04,99.26,186.04,1.07,1515,1050,1487,1512
126.6,186.04,99.26,186.04,1.07,1528,1050,1471,1512
126.7,186.04,99.26,186.04,1.07,1528,1050,1471,1512
126.8,186.04,99.26,186.04,1.07,1528,1050,1472,1512
126.9,186.04,99.26,186.04,1.07,1528,1050,1472,1512
127.0,181.57,99.03,181.57,1.01,1516,1050,1487,1512
127.1,181.57,99.03,181.57,1.01,1527,1050,1476,1512
127.2,181.57,99.03,181.57,1.01,1528,1050,1476,1512
127.3,181.57,99.03,181.57,1.01,1528,1050,1476,1512
127.4,181.57,99.03,181.57,1.01,1528,1050,1476,1512
127.5,177.06,98.82,177.06,0.96,1517,1050,1490,1512
127.6,177.06,98.82,177.06,0.96,1527,1050,1480,1512
127.7,177.06,98.82,177.06,0.96,1527,1050,1480,1512
127.8,177.06,98.82,177.06,0.96,1527,1050,1480,1512
128.6,177.06,98.82,177.06,0.96,1527,1050,1481,1512
128.7,172.51,98.71,172.51,0.92,1518,1050,1488,1512
128.8,172.51,98.71,172.51,0.92,1527,1050,1483,1512
128.9,172.51,98.71,172.51,0.92,1527,1050,1483,1512
129.0,172.51,98.71,172.51,0.92,1527,1050,1483,1512
129.1,172.51,98.71,172.51,0.92,1527,1050,1483,1512
129.2,167.93,98.78,167.93,0.86,1515,1050,1479,1512
129.3,167.93,98.78,167.93,0.86,1527,1050,1483,1512
129.4,167.93,98.78,167.93,0.86,1527,1050,1483,1512
129.5,167.93,98.78,167.93,0.86,1527,1050,1483,1512
129.6,167.93,98.78,167.93,0.86,1527,1050,1484,1512
129.7,163.37,99.07,163.37,0.81,1517,1050,1465,1512
129.8,163.37,99.07,163.37,0.81,1526,1050,1480,1512
129.9,163.37,99.07,163.37,0.81,1526,1050,1480,1512
130.0,163.37,99.07,163.37,0.81,1526,1050,1480,1512
130.1,163.37,99.07,163.37,0.81,1527,1050,1480,1512
130.2,158.8,99.52,158.8,0.76,1514,1050,1451,1512
130.3,158.8,99.52,158.8,0.76,1526,1050,1474,1512
130.4,158.8,99.52,158.8,0.76,1526,1050,1474,1512
130.5,158.8,99.52,158.8,0.76,1526,1050,1474,1512
130.6,158.8,99.52,158.8,0.76,1526,1050,1474,1512
130.7,154.22,99.86,154.22,0.71,1516,1050,1452,1512
130.8,154.22,99.86,154.22,0.71,1525,1050,1469,1512
130.9,154.22,99.86,154.22,0.71,1526,1050,1469,1512
131.0,154.22,99.86,154.22,0.71,1526,1050,1469,1512
131.1,154.22,99.86,154.22,0.71,1526,1050,1469,1512
131.2,149.62,99.84,149.62,0.66,1515,1050,1470,1512
131.3,149.62,99.84,149.62,0.66,1525,1050,1469,1512
131.4,149.62,99.84,149.62,0.66,1525,1050,1469,1512
131.5,149.62,99.84,149.62,0.66,1525,1050,1469,1512
131.6,149.62,99.84,149.62,0.66,1525,1050,1469,1512
131.7,145.05,99.75,145.05,0.62,1518,1050,1476,1512
131.8,145.05,99.75,145.05,0.62,1525,1050,1471,1512
131.9,145.05,99.75,145.05,0.62,1525,1050,1471,1512
132.0,145.05,99.75,145.05,0.62,1525,1050,1471,1512
132.1,145.05,99.75,145.05,0.62,1525,1050,1471,1512
132.2,140.5,99.85,140.5,0.59,1518,1050,1464,1512
132.3,140.5,99.85,140.5,0.59,1525,1050,1470,1512
132.4,140.5,99.85,140.5,0.59,1525,1050,1470,1512
132.5,140.5,99.85,140.5,0.59,1525,1050,1470,1512
132.6,140.5,99.85,140.5,0.59,1525,1050,1470,1512
132.7,135.96,99.97,135.96,0.56,1518,1050,1462,1512
132.8,135.96,99.97,135.96,0.56,1525,1050,1468,1512
132.9,135.96,99.97,135.96,0.56,1525,1050,1468,1512
133.0,135.96,99.97,135.96,0.56,1525,1050,1468,1512
133.1,135.96,99.97,135.96,0.56,1525,1050,1468,1512
133.2,131.41,99.96,131.41,0.54,1520,1050,1468,1512
133.3,131.41,99.96,131.41,0.54,1524,1050,1468,1512
133.4,131.41,99.96,131.41,0.54,1525,1050,1468,1512
133.5,131.41,99.96,131.41,0.54,1525,1050,1468,1512
133.6,131.41,99.96,131.41,0.54,1525,1050,1468,1512
133.7,126.86,99.91,126.86,0.51,1518,1050,1472,1512
133.8,126.86,99.91,126.86,0.51,1524,1050,1469,1512
133.9,126.86,99.91,126.86,0.51,1524,1050,1469,1512
134.0,126.86,99.91,126.86,0.51,1524,1050,1469,1512
134.1,126.86,99.91,126.86,0.51,1524,1050,1469,1512
134.2,122.31,99.84,122.31,0.5,1522,1050,1474,1512
134.4,122.31,99.84,122.31,0.5,1524,1050,1470,1512
134.5,120.04,99.89,120.04,0.49,1524,1050,1467,1512
134.6,120.04,99.89,120.04,0.49,1524,1050,1469,1512
134.7,120.04,99.89,120.04,0.49,1524,1050,1469,1512
134.8,117.78,99.96,117.77,0.49,1524,1050,1465,1512
134.9,117.78,99.96,117.77,0.49,1524,1050,1468,1512
135.0,115.51,100.03,115.51,0.48,1524,1050,1464,1512
135.1,115.51,100.03,115.51,0.48,1525,1050,1467,1512
135.2,115.51,100.03,115.51,0.48,1525,1050,1467,1512
135.3,113.24,100.19,113.24,0.48,1524,1050,1457,1512
135.4,113.24,100.19,113.24,0.48,1525,1050,1465,1512
135.5,110.98,100.37,110.98,0.47,1522,1050,1453,1512
135.6,110.98,100.37,110.98,0.47,1524,1050,1462,1512
135.7,110.98,100.37,110.98,0.47,1525,1050,1462,1512
135.8,108.74,100.48,108.74,0.47,1524,1050,1455,1512
135.9,108.74,100.48,108.74,0.47,1525,1050,1460,1512
136.0,106.5,100.49,106.5,0.47,1525,1050,1459,1512
136.1,106.5,100.49,106.5,0.47,1525,1050,1460,1512
136.2,106.5,100.49,106.5,0.47,1525,1050,1460,1512
136.3,104.26,100.47,104.25,0.47,1525,1050,1461,1512
136.4,104.26,100.47,104.25,0.47,1525,1050,1460,1512
136.5,102.02,100.45,102.02,0.45,1522,1050,1461,1512
136.6,102.02,100.45,102.02,0.45,1525,1050,1460,1512
136.7,102.02,100.45,102.02,0.45,1525,1050,1460,1512
136.8,99.78,100.36,99.77,0.45,1525,1050,1465,1512
136.9,99.78,100.36,99.77,0.45,1525,1050,1461,1512
137.0,97.53,100.27,97.53,0.44,1522,1050,1466,1512
137.1,97.53,100.27,97.53,0.44,1525,1050,1462,1512
137.2,97.53,100.27,97.53,0.44,1525,1050,1462,1512
137.3,95.27,100.17,95.27,0.44,1524,1050,1468,1512
137.4,95.27,100.17,95.27,0.44,1525,1050,1463,1512
137.5,93.01,100.08,93.01,0.42,1522,1050,1470,1512
137.6,93.01,100.08,93.01,0.42,1525,1050,1465,1512
137.7,93.01,100.08,93.01,0.42,1525,1050,1465,1512
137.8,90.75,100.01,90.74,0.42,1524,1050,1470,1512
137.9,90.75,100.01,90.74,0.42,1525,1050,1466,1512
138.0,88.49,99.97,88.49,0.41,1522,1050,1468,1512
138.1,88.49,99.97,88.49,0.41,1525,1050,1466,1512
138.2,88.49,99.97,88.49,0.41,1525,1050,1466,1512
138.3,86.23,99.92,86.23,0.39,1522,1050,1470,1512
138.4,86.23,99.92,86.23,0.39,1525,1050,1467,1512
138.5,83.96,99.86,83.96,0.38,1521,1050,1471,1512
138.6,83.96,99.86,83.96,0.38,1524,1050,1468,1512
138.7,83.96,99.86,83.96,0.38,1525,1050,1468,1512
138.8,81.7,99.81,81.7,0.37,1522,1050,1472,1512
138.9,81.7,99.81,81.7,0.37,1524,1050,1469,1512
139.0,79.46,99.79,79.46,0.35,1522,1050,1471,1512
139.1,79.46,99.79,79.46,0.35,1524,1050,1469,1512
139.2,79.46,99.79,79.46,0.35,1524,1050,1470,1512
139.3,77.18,99.75,77.18,0.35,1523,1050,1472,1512
139.4,77.18,99.75,77.18,0.35,1524,1050,1470,1512
139.5,74.91,99.75,74.91,0.34,1523,1050,1470,1512
139.6,74.91,99.75,74.91,0.34,1524,1050,1470,1512
139.7,72.63,99.77,72.63,0.34,1523,1050,1469,1512
139.8,72.63,99.77,72.63,0.34,1524,1050,1470,1512
139.9,72.63,99.77,72.63,0.34,1524,1050,1470,1512
140.0,70.36,99.77,70.36,0.32,1521,1050,1470,1512
140.1,70.36,99.77,70.36,0.32,1524,1050,1470,1512
140.2,70.36,99.77,70.36,0.32,1524,1050,1470,1512
140.3,68.09,99.8,68.09,0.32,1523,1050,1468,1512
140.4,68.09,99.8,68.09,0.32,1524,1050,1470,1512
140.5,65.82,99.77,65.82,0.3,1521,1050,1472,1512
140.6,65.82,99.77,65.82,0.3,1524,1050,1470,1512
140.7,63.54,99.75,63.54,0.3,1523,1050,1472,1512
140.8,63.54,99.75,63.54,0.3,1524,1050,1471,1512
140.9,63.54,99.75,63.54,0.3,1524,1050,1471,1512
141.0,61.27,99.74,61.27,0.28,1521,1050,1471,1512
141.1,61.27,99.74,61.27,0.28,1524,1050,1471,1512
141.2,58.97,99.74,58.97,0.27,1522,1050,1471,1512
141.3,58.97,99.74,58.97,0.27,1524,1050,1471,1512
141.4,58.97,99.74,58.97,0.27,1524,1050,1471,1512
141.5,56.66,99.74,56.66,0.25,1519,1050,1471,1512
141.6,56.66,99.74,56.66,0.25,1524,1050,1471,1512
141.7,54.38,99.72,54.38,0.23,1520,1050,1473,1512
141.8,54.38,99.72,54.38,0.23,1523,1050,1472,1512
141.9,54.38,99.72,54.38,0.23,1523,1050,1472,1512
142.0,52.09,99.72,52.09,0.23,1522,1050,1472,1512
142.1,52.09,99.72,52.09,0.23,1523,1050,1472,1512
142.2,49.79,99.72,49.79,0.21,1519,1050,1472,1512
142.3,49.79,99.72,49.79,0.21,1523,1050,1472,1512
142.4,49.79,99.72,49.79,0.21,1523,1050,1472,1512
142.5,47.49,99.72,47.49,0.2,1521,1050,1472,1512
142.6,47.49,99.72,47.49,0.2,1523,1050,1472,1512
142.7,45.18,99.71,45.18,0.19,1521,1050,1473,1512
142.8,45.18,99.71,45.18,0.19,1523,1050,1473,1512
142.9,45.18,99.71,45.18,0.19,1523,1050,1473,1512
143.0,42.89,99.7,42.89,0.18,1521,1050,1474,1512
143.1,42.89,99.7,42.89,0.18,1523,1050,1473,1512
143.2,40.58,99.68,40.58,0.17,1521,1050,1474,1512
143.3,40.58,99.68,40.58,0.17,1523,1050,1473,1512
143.4,40.58,99.68,40.58,0.17,1523,1050,1473,1512
143.5,38.27,99.66,38.27,0.16,1521,1050,1475,1512
143.6,38.27,99.66,38.27,0.16,1523,1050,1474,1512
143.7,35.95,99.65,35.95,0.14,1518,1050,1474,1511
143.8,35.95,99.65,35.95,0.14,1522,1050,1474,1512
143.9,35.95,99.65,35.95,0.14,1522,1050,1474,1512
144.0,33.64,99.63,33.64,0.13,1520,1050,1476,1512
144.1,33.64,99.63,33.64,0.13,1522,1050,1475,1512
144.2,31.34,99.65,31.34,0.12,1520,1050,1473,1512
144.3,31.34,99.65,31.34,0.12,1522,1050,1475,1512
144.4,31.34,99.65,31.34,0.12,1522,1050,1475,1512
144.5,29.04,99.69,29.04,0.11,1520,1073,1472,1512
144.6,29.04,99.69,29.04,0.11,1522,1050,1474,1512
144.7,26.75,99.74,26.75,0.11,1520,1106,1470,1512
144.8,26.75,99.74,26.75,0.11,1522,1050,1473,1512
144.9,26.75,99.74,26.75,0.11,1522,1050,1473,1512
145.0,24.48,99.78,24.48,0.1,1521,1138,1471,1512
145.1,24.48,99.78,24.48,0.1,1522,1050,1473,1512
145.2,22.23,99.84,22.23,0.1,1522,1166,1469,1512
145.3,22.23,99.84,22.23,0.1,1522,1050,1472,1512
145.4,22.23,99.84,22.23,0.1,1522,1050,1472,1512
145.5,19.98,99.98,19.98,0.1,1522,1199,1463,1512
145.6,19.98,99.98,19.98,0.1,1522,1050,1470,1512
145.7,17.76,100.11,17.76,0.1,1522,1227,1461,1512
145.8,17.76,100.11,17.76,0.1,1522,1050,1468,1512
145.9,17.76,100.11,17.76,0.1,1522,1050,1468,1512
146.0,15.57,100.16,15.57,0.1,1521,1254,1465,1512
146.1,15.57,100.16,15.57,0.1,1522,1050,1467,1512
146.2,13.42,100.2,13.41,0.11,1524,1280,1465,1513
146.3,13.42,100.2,13.41,0.11,1522,1050,1467,1512
146.4,13.42,100.2,13.41,0.11,1522,1050,1467,1512
146.5,11.3,100.25,11.3,0.12,1524,1303,1463,1513
146.6,11.3,100.25,11.3,0.12,1522,1050,1466,1513
146.7,9.24,100.34,9.24,0.12,1523,1323,1460,1514
146.8,9.24,100.34,9.24,0.12,1522,1050,1464,1513
